id,approved,reason_for_rejection,accepted_under_conditions
8084,False,"['Credit score below 640.', 'DTI ratio too high: 62.01%.', 'FEDTI ratio above preferred level of 28%.']",[]
8085,False,"['DTI ratio too high: 99.92%.', 'FEDTI ratio above preferred level of 28%.']",[]
8086,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8087,False,['Credit score below 640.'],[]
8088,False,"['Credit score below 640.', 'DTI ratio too high: 45.80%.', 'FEDTI ratio above preferred level of 28%.']",[]
8089,False,['Credit score below 640.'],[]
8090,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
8091,False,"['DTI ratio too high: 50.30%.', 'FEDTI ratio above preferred level of 28%.']",[]
8092,False,['Credit score below 640.'],[]
8093,False,"['DTI ratio too high: 108.46%.', 'FEDTI ratio above preferred level of 28%.']",[]
8094,True,[],[]
8095,False,"['Credit score below 640.', 'DTI ratio too high: 63.04%.', 'FEDTI ratio above preferred level of 28%.']",[]
8096,False,"['Credit score below 640.', 'DTI ratio too high: 50.72%.', 'FEDTI ratio above preferred level of 28%.']",[]
8097,False,"['Credit score below 640.', 'DTI ratio too high: 208.03%.', 'FEDTI ratio above preferred level of 28%.']",[]
8098,False,"['DTI ratio too high: 72.01%.', 'FEDTI ratio above preferred level of 28%.']",[]
8099,False,['Credit score below 640.'],[]
8100,False,"['DTI ratio too high: 106.07%.', 'FEDTI ratio above preferred level of 28%.']",[]
8101,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8102,False,"['DTI ratio too high: 76.53%.', 'FEDTI ratio above preferred level of 28%.']",[]
8103,True,[],[]
8104,False,['DTI ratio too high: 51.11%.'],[]
8105,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
8106,False,"['DTI ratio too high: 67.85%.', 'FEDTI ratio above preferred level of 28%.']",[]
8107,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
8108,False,"['Credit score below 640.', 'DTI ratio too high: 111.81%.', 'FEDTI ratio above preferred level of 28%.']",[]
8109,False,"['DTI ratio too high: 69.67%.', 'FEDTI ratio above preferred level of 28%.']",[]
8110,False,"['Credit score below 640.', 'DTI ratio too high: 114.11%.', 'FEDTI ratio above preferred level of 28%.']",[]
8111,False,"['DTI ratio too high: 55.70%.', 'FEDTI ratio above preferred level of 28%.']",[]
8112,True,[],[]
8113,False,"['Credit score below 640.', 'DTI ratio too high: 96.91%.', 'FEDTI ratio above preferred level of 28%.']",[]
8114,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
8115,True,[],[]
8116,False,"['DTI ratio too high: 43.88%.', 'FEDTI ratio above preferred level of 28%.']",[]
8117,False,"['Credit score below 640.', 'DTI ratio too high: 70.36%.', 'FEDTI ratio above preferred level of 28%.']",[]
8118,False,"['Credit score below 640.', 'DTI ratio too high: 46.31%.', 'FEDTI ratio above preferred level of 28%.']",[]
8119,False,"['Credit score below 640.', 'DTI ratio too high: 59.14%.', 'FEDTI ratio above preferred level of 28%.']",[]
8120,True,[],[]
8121,False,"['Credit score below 640.', 'DTI ratio too high: 81.44%.', 'FEDTI ratio above preferred level of 28%.']",[]
8122,False,"['Credit score below 640.', 'DTI ratio too high: 50.74%.', 'FEDTI ratio above preferred level of 28%.']",[]
8123,False,"['Credit score below 640.', 'DTI ratio too high: 67.05%.', 'FEDTI ratio above preferred level of 28%.']",[]
8124,False,"['Credit score below 640.', 'DTI ratio too high: 46.86%.', 'FEDTI ratio above preferred level of 28%.']",[]
8125,False,"['Credit score below 640.', 'DTI ratio too high: 98.46%.', 'FEDTI ratio above preferred level of 28%.']",[]
8126,False,"['DTI ratio too high: 77.10%.', 'FEDTI ratio above preferred level of 28%.']",[]
8127,False,"['Credit score below 640.', 'DTI ratio too high: 79.74%.', 'FEDTI ratio above preferred level of 28%.']",[]
8128,False,"['Credit score below 640.', 'DTI ratio too high: 99.44%.', 'FEDTI ratio above preferred level of 28%.']",[]
8129,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8130,True,[],[]
8131,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
8132,False,"['Credit score below 640.', 'DTI ratio too high: 129.69%.', 'FEDTI ratio above preferred level of 28%.']",[]
8133,False,"['Credit score below 640.', 'DTI ratio too high: 89.62%.', 'FEDTI ratio above preferred level of 28%.']",[]
8134,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8135,False,"['Credit score below 640.', 'DTI ratio too high: 69.14%.', 'FEDTI ratio above preferred level of 28%.']",[]
8136,False,"['Credit score below 640.', 'DTI ratio too high: 178.11%.', 'FEDTI ratio above preferred level of 28%.']",[]
8137,True,[],[]
8138,False,"['Credit score below 640.', 'DTI ratio too high: 57.90%.', 'FEDTI ratio above preferred level of 28%.']",[]
8139,True,[],[]
8140,False,"['Credit score below 640.', 'DTI ratio too high: 48.21%.', 'FEDTI ratio above preferred level of 28%.']",[]
8141,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8142,False,"['DTI ratio too high: 88.36%.', 'FEDTI ratio above preferred level of 28%.']",[]
8143,False,"['Credit score below 640.', 'DTI ratio too high: 52.08%.', 'FEDTI ratio above preferred level of 28%.']",[]
8144,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
8145,True,[],[]
8146,False,"['Credit score below 640.', 'DTI ratio too high: 55.91%.', 'FEDTI ratio above preferred level of 28%.']",[]
8147,True,[],['DTI ratio above preferred level of 36%.']
8148,False,"['Credit score below 640.', 'DTI ratio too high: 44.31%.']",[]
8149,False,"['DTI ratio too high: 92.39%.', 'FEDTI ratio above preferred level of 28%.']",[]
8150,False,['Credit score below 640.'],[]
8151,False,"['Credit score below 640.', 'DTI ratio too high: 43.16%.', 'FEDTI ratio above preferred level of 28%.']",[]
8152,False,"['Credit score below 640.', 'DTI ratio too high: 69.37%.', 'FEDTI ratio above preferred level of 28%.']",[]
8153,False,"['DTI ratio too high: 88.81%.', 'FEDTI ratio above preferred level of 28%.']",[]
8154,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8155,False,['Credit score below 640.'],[]
8156,False,['Credit score below 640.'],[]
8157,False,"['Credit score below 640.', 'DTI ratio too high: 180.21%.', 'FEDTI ratio above preferred level of 28%.']",[]
8158,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8159,False,"['DTI ratio too high: 64.40%.', 'FEDTI ratio above preferred level of 28%.']",[]
8160,False,"['Credit score below 640.', 'DTI ratio too high: 57.95%.', 'FEDTI ratio above preferred level of 28%.']",[]
8161,False,"['Credit score below 640.', 'DTI ratio too high: 120.26%.', 'FEDTI ratio above preferred level of 28%.']",[]
8162,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8163,False,"['DTI ratio too high: 78.25%.', 'FEDTI ratio above preferred level of 28%.']",[]
8164,False,"['DTI ratio too high: 101.73%.', 'FEDTI ratio above preferred level of 28%.']",[]
8165,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8166,True,[],[]
8167,False,"['Credit score below 640.', 'DTI ratio too high: 138.25%.', 'FEDTI ratio above preferred level of 28%.']",[]
8168,False,['Credit score below 640.'],[]
8169,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8170,False,"['Credit score below 640.', 'DTI ratio too high: 125.24%.', 'FEDTI ratio above preferred level of 28%.']",[]
8171,False,"['DTI ratio too high: 60.39%.', 'FEDTI ratio above preferred level of 28%.']",[]
8172,False,"['Credit score below 640.', 'DTI ratio too high: 54.52%.', 'FEDTI ratio above preferred level of 28%.']",[]
8173,True,[],['DTI ratio above preferred level of 36%.']
8174,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8175,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
8176,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8177,False,"['Credit score below 640.', 'DTI ratio too high: 123.83%.', 'FEDTI ratio above preferred level of 28%.']",[]
8178,False,"['DTI ratio too high: 98.17%.', 'FEDTI ratio above preferred level of 28%.']",[]
8179,False,"['Credit score below 640.', 'FEDTI ratio above preferred level of 28%.']",[]
8180,False,"['DTI ratio too high: 70.57%.', 'FEDTI ratio above preferred level of 28%.']",[]
8181,False,"['Credit score below 640.', 'DTI ratio too high: 45.61%.', 'FEDTI ratio above preferred level of 28%.']",[]
8182,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8183,False,"['Credit score below 640.', 'DTI ratio too high: 51.74%.', 'FEDTI ratio above preferred level of 28%.']",[]
8184,False,['DTI ratio too high: 48.33%.'],[]
8185,True,[],[]
8186,False,"['Credit score below 640.', 'DTI ratio too high: 47.42%.', 'FEDTI ratio above preferred level of 28%.']",[]
8187,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8188,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8189,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
8190,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
8191,False,['DTI ratio too high: 43.36%.'],[]
8192,True,[],[]
8193,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8194,False,['DTI ratio too high: 45.03%.'],[]
8195,False,['DTI ratio too high: 46.46%.'],[]
8196,False,"['DTI ratio too high: 97.24%.', 'FEDTI ratio above preferred level of 28%.']",[]
8197,False,"['DTI ratio too high: 46.57%.', 'FEDTI ratio above preferred level of 28%.']",[]
8198,False,"['DTI ratio too high: 79.31%.', 'FEDTI ratio above preferred level of 28%.']",[]
8199,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8200,False,['Credit score below 640.'],[]
8201,False,"['Credit score below 640.', 'DTI ratio too high: 63.37%.', 'FEDTI ratio above preferred level of 28%.']",[]
8202,False,"['Credit score below 640.', 'FEDTI ratio above preferred level of 28%.']",[]
8203,False,['Credit score below 640.'],[]
8204,False,['Credit score below 640.'],[]
8205,False,['Credit score below 640.'],[]
8206,False,"['Credit score below 640.', 'DTI ratio too high: 79.66%.', 'FEDTI ratio above preferred level of 28%.']",[]
8207,False,"['Credit score below 640.', 'DTI ratio too high: 113.49%.', 'FEDTI ratio above preferred level of 28%.']",[]
8208,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8209,False,"['Credit score below 640.', 'FEDTI ratio above preferred level of 28%.']",[]
8210,False,"['Credit score below 640.', 'DTI ratio too high: 56.21%.', 'FEDTI ratio above preferred level of 28%.']",[]
8211,True,[],[]
8212,False,"['Credit score below 640.', 'DTI ratio too high: 101.78%.', 'FEDTI ratio above preferred level of 28%.']",[]
8213,False,['Credit score below 640.'],[]
8214,False,"['DTI ratio too high: 66.93%.', 'FEDTI ratio above preferred level of 28%.']",[]
8215,False,['DTI ratio too high: 46.06%.'],[]
8216,False,"['Credit score below 640.', 'DTI ratio too high: 79.45%.', 'FEDTI ratio above preferred level of 28%.']",[]
8217,False,"['Credit score below 640.', 'DTI ratio too high: 49.06%.', 'FEDTI ratio above preferred level of 28%.']",[]
8218,False,"['DTI ratio too high: 69.23%.', 'FEDTI ratio above preferred level of 28%.']",[]
8219,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
8220,False,"['DTI ratio too high: 48.80%.', 'FEDTI ratio above preferred level of 28%.']",[]
8221,False,"['DTI ratio too high: 81.49%.', 'FEDTI ratio above preferred level of 28%.']",[]
8222,False,"['Credit score below 640.', 'DTI ratio too high: 171.73%.', 'FEDTI ratio above preferred level of 28%.']",[]
8223,False,['Credit score below 640.'],[]
8224,False,"['DTI ratio too high: 95.19%.', 'FEDTI ratio above preferred level of 28%.']",[]
8225,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8226,False,['Credit score below 640.'],[]
8227,True,[],[]
8228,False,"['Credit score below 640.', 'DTI ratio too high: 89.83%.', 'FEDTI ratio above preferred level of 28%.']",[]
8229,False,['Credit score below 640.'],[]
8230,True,[],[]
8231,False,"['DTI ratio too high: 44.43%.', 'FEDTI ratio above preferred level of 28%.']",[]
8232,True,[],[]
8233,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8234,False,"['Credit score below 640.', 'DTI ratio too high: 85.24%.', 'FEDTI ratio above preferred level of 28%.']",[]
8235,False,"['Credit score below 640.', 'DTI ratio too high: 157.65%.', 'FEDTI ratio above preferred level of 28%.']",[]
8236,False,"['Credit score below 640.', 'DTI ratio too high: 132.12%.', 'FEDTI ratio above preferred level of 28%.']",[]
8237,False,"['Credit score below 640.', 'DTI ratio too high: 51.80%.']",[]
8238,False,"['Credit score below 640.', 'DTI ratio too high: 163.88%.', 'FEDTI ratio above preferred level of 28%.']",[]
8239,False,"['DTI ratio too high: 50.55%.', 'FEDTI ratio above preferred level of 28%.']",[]
8240,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8241,False,"['Credit score below 640.', 'DTI ratio too high: 62.28%.', 'FEDTI ratio above preferred level of 28%.']",[]
8242,False,"['DTI ratio too high: 50.84%.', 'FEDTI ratio above preferred level of 28%.']",[]
8243,False,"['Credit score below 640.', 'DTI ratio too high: 67.61%.', 'FEDTI ratio above preferred level of 28%.']",[]
8244,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8245,False,['Credit score below 640.'],[]
8246,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
8247,False,"['Credit score below 640.', 'DTI ratio too high: 53.63%.', 'FEDTI ratio above preferred level of 28%.']",[]
8248,False,"['DTI ratio too high: 97.22%.', 'FEDTI ratio above preferred level of 28%.']",[]
8249,False,"['DTI ratio too high: 109.15%.', 'FEDTI ratio above preferred level of 28%.']",[]
8250,False,['Credit score below 640.'],[]
8251,False,"['Credit score below 640.', 'DTI ratio too high: 79.45%.', 'FEDTI ratio above preferred level of 28%.']",[]
8252,False,"['DTI ratio too high: 70.95%.', 'FEDTI ratio above preferred level of 28%.']",[]
8253,False,['Credit score below 640.'],[]
8254,True,[],[]
8255,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8256,False,"['Credit score below 640.', 'DTI ratio too high: 48.13%.', 'FEDTI ratio above preferred level of 28%.']",[]
8257,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8258,False,['Credit score below 640.'],[]
8259,False,"['Credit score below 640.', 'DTI ratio too high: 48.27%.', 'FEDTI ratio above preferred level of 28%.']",[]
8260,False,"['Credit score below 640.', 'DTI ratio too high: 66.26%.', 'FEDTI ratio above preferred level of 28%.']",[]
8261,False,"['DTI ratio too high: 139.40%.', 'FEDTI ratio above preferred level of 28%.']",[]
8262,False,"['Credit score below 640.', 'DTI ratio too high: 130.16%.', 'FEDTI ratio above preferred level of 28%.']",[]
8263,False,"['DTI ratio too high: 97.90%.', 'FEDTI ratio above preferred level of 28%.']",[]
8264,False,"['Credit score below 640.', 'DTI ratio too high: 79.30%.', 'FEDTI ratio above preferred level of 28%.']",[]
8265,True,[],['DTI ratio above preferred level of 36%.']
8266,False,"['Credit score below 640.', 'DTI ratio too high: 66.29%.', 'FEDTI ratio above preferred level of 28%.']",[]
8267,True,[],[]
8268,False,"['Credit score below 640.', 'DTI ratio too high: 48.83%.', 'FEDTI ratio above preferred level of 28%.']",[]
8269,False,"['DTI ratio too high: 78.49%.', 'FEDTI ratio above preferred level of 28%.']",[]
8270,False,['DTI ratio too high: 50.89%.'],[]
8271,False,"['Credit score below 640.', 'DTI ratio too high: 59.84%.', 'FEDTI ratio above preferred level of 28%.']",[]
8272,True,[],[]
8273,True,[],['DTI ratio above preferred level of 36%.']
8274,False,"['Credit score below 640.', 'DTI ratio too high: 103.94%.', 'FEDTI ratio above preferred level of 28%.']",[]
8275,False,['Credit score below 640.'],[]
8276,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
8277,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8278,False,"['DTI ratio too high: 147.74%.', 'FEDTI ratio above preferred level of 28%.']",[]
8279,False,"['DTI ratio too high: 53.84%.', 'FEDTI ratio above preferred level of 28%.']",[]
8280,False,['DTI ratio too high: 51.08%.'],[]
8281,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8282,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8283,False,['DTI ratio too high: 54.13%.'],[]
8284,False,"['Credit score below 640.', 'DTI ratio too high: 63.68%.', 'FEDTI ratio above preferred level of 28%.']",[]
8285,False,"['DTI ratio too high: 82.72%.', 'FEDTI ratio above preferred level of 28%.']",[]
8286,False,"['Credit score below 640.', 'DTI ratio too high: 137.08%.', 'FEDTI ratio above preferred level of 28%.']",[]
8287,True,[],[]
8288,False,['Credit score below 640.'],[]
8289,False,"['Credit score below 640.', 'DTI ratio too high: 45.11%.']",[]
8290,False,"['Credit score below 640.', 'DTI ratio too high: 90.68%.', 'FEDTI ratio above preferred level of 28%.']",[]
8291,False,"['DTI ratio too high: 133.08%.', 'FEDTI ratio above preferred level of 28%.']",[]
8292,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8293,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8294,False,['Credit score below 640.'],[]
8295,False,"['Credit score below 640.', 'DTI ratio too high: 45.70%.', 'FEDTI ratio above preferred level of 28%.']",[]
8296,False,"['Credit score below 640.', 'DTI ratio too high: 49.44%.', 'FEDTI ratio above preferred level of 28%.']",[]
8297,False,['Credit score below 640.'],[]
8298,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8299,True,[],[]
8300,False,['DTI ratio too high: 53.00%.'],[]
8301,False,"['Credit score below 640.', 'DTI ratio too high: 85.16%.', 'FEDTI ratio above preferred level of 28%.']",[]
8302,False,"['DTI ratio too high: 48.26%.', 'FEDTI ratio above preferred level of 28%.']",[]
8303,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8304,False,['DTI ratio too high: 48.12%.'],[]
8305,False,"['Credit score below 640.', 'DTI ratio too high: 105.30%.', 'FEDTI ratio above preferred level of 28%.']",[]
8306,False,"['DTI ratio too high: 57.23%.', 'FEDTI ratio above preferred level of 28%.']",[]
8307,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8308,False,"['Credit score below 640.', 'DTI ratio too high: 47.18%.', 'FEDTI ratio above preferred level of 28%.']",[]
8309,True,[],['DTI ratio above preferred level of 36%.']
8310,False,"['Credit score below 640.', 'DTI ratio too high: 51.08%.', 'FEDTI ratio above preferred level of 28%.']",[]
8311,False,"['DTI ratio too high: 130.78%.', 'FEDTI ratio above preferred level of 28%.']",[]
8312,False,"['Credit score below 640.', 'DTI ratio too high: 74.03%.', 'FEDTI ratio above preferred level of 28%.']",[]
8313,False,"['Credit score below 640.', 'DTI ratio too high: 45.99%.', 'FEDTI ratio above preferred level of 28%.']",[]
8314,False,['Credit score below 640.'],[]
8315,False,"['Credit score below 640.', 'DTI ratio too high: 135.47%.', 'FEDTI ratio above preferred level of 28%.']",[]
8316,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
8317,False,"['Credit score below 640.', 'DTI ratio too high: 43.32%.', 'FEDTI ratio above preferred level of 28%.']",[]
8318,False,"['Credit score below 640.', 'DTI ratio too high: 92.31%.', 'FEDTI ratio above preferred level of 28%.']",[]
8319,False,"['Credit score below 640.', 'DTI ratio too high: 69.31%.', 'FEDTI ratio above preferred level of 28%.']",[]
8320,False,"['DTI ratio too high: 95.98%.', 'FEDTI ratio above preferred level of 28%.']",[]
8321,False,"['DTI ratio too high: 68.23%.', 'FEDTI ratio above preferred level of 28%.']",[]
8322,False,"['Credit score below 640.', 'DTI ratio too high: 69.01%.', 'FEDTI ratio above preferred level of 28%.']",[]
8323,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8324,False,"['Credit score below 640.', 'DTI ratio too high: 44.87%.', 'FEDTI ratio above preferred level of 28%.']",[]
8325,True,[],[]
8326,False,"['DTI ratio too high: 88.65%.', 'FEDTI ratio above preferred level of 28%.']",[]
8327,False,['Credit score below 640.'],[]
8328,False,"['Credit score below 640.', 'DTI ratio too high: 72.78%.', 'FEDTI ratio above preferred level of 28%.']",[]
8329,False,"['Credit score below 640.', 'DTI ratio too high: 74.28%.', 'FEDTI ratio above preferred level of 28%.']",[]
8330,False,['Credit score below 640.'],[]
8331,False,"['DTI ratio too high: 82.59%.', 'FEDTI ratio above preferred level of 28%.']",[]
8332,False,"['Credit score below 640.', 'DTI ratio too high: 104.48%.', 'FEDTI ratio above preferred level of 28%.']",[]
8333,True,[],['DTI ratio above preferred level of 36%.']
8334,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8335,False,['Credit score below 640.'],[]
8336,False,"['DTI ratio too high: 74.38%.', 'FEDTI ratio above preferred level of 28%.']",[]
8337,False,"['DTI ratio too high: 50.63%.', 'FEDTI ratio above preferred level of 28%.']",[]
8338,False,"['Credit score below 640.', 'DTI ratio too high: 56.82%.', 'FEDTI ratio above preferred level of 28%.']",[]
8339,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8340,False,"['DTI ratio too high: 78.80%.', 'FEDTI ratio above preferred level of 28%.']",[]
8341,False,"['DTI ratio too high: 116.66%.', 'FEDTI ratio above preferred level of 28%.']",[]
8342,False,"['DTI ratio too high: 123.33%.', 'FEDTI ratio above preferred level of 28%.']",[]
8343,False,"['DTI ratio too high: 77.81%.', 'FEDTI ratio above preferred level of 28%.']",[]
8344,False,"['DTI ratio too high: 80.61%.', 'FEDTI ratio above preferred level of 28%.']",[]
8345,True,[],[]
8346,False,"['Credit score below 640.', 'DTI ratio too high: 117.00%.', 'FEDTI ratio above preferred level of 28%.']",[]
8347,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
8348,False,"['DTI ratio too high: 72.58%.', 'FEDTI ratio above preferred level of 28%.']",[]
8349,False,"['DTI ratio too high: 115.95%.', 'FEDTI ratio above preferred level of 28%.']",[]
8350,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8351,False,['Credit score below 640.'],[]
8352,False,"['Credit score below 640.', 'DTI ratio too high: 55.87%.', 'FEDTI ratio above preferred level of 28%.']",[]
8353,False,['DTI ratio too high: 52.24%.'],[]
8354,True,[],[]
8355,False,"['DTI ratio too high: 82.69%.', 'FEDTI ratio above preferred level of 28%.']",[]
8356,False,"['Credit score below 640.', 'DTI ratio too high: 112.25%.', 'FEDTI ratio above preferred level of 28%.']",[]
8357,False,"['Credit score below 640.', 'DTI ratio too high: 80.54%.', 'FEDTI ratio above preferred level of 28%.']",[]
8358,True,[],['DTI ratio above preferred level of 36%.']
8359,False,"['DTI ratio too high: 44.96%.', 'FEDTI ratio above preferred level of 28%.']",[]
8360,False,"['DTI ratio too high: 55.71%.', 'FEDTI ratio above preferred level of 28%.']",[]
8361,False,"['Credit score below 640.', 'DTI ratio too high: 68.72%.', 'FEDTI ratio above preferred level of 28%.']",[]
8362,False,"['Credit score below 640.', 'DTI ratio too high: 136.53%.', 'FEDTI ratio above preferred level of 28%.']",[]
8363,False,"['Credit score below 640.', 'DTI ratio too high: 51.86%.', 'FEDTI ratio above preferred level of 28%.']",[]
8364,True,[],['DTI ratio above preferred level of 36%.']
8365,False,"['Credit score below 640.', 'DTI ratio too high: 55.07%.', 'FEDTI ratio above preferred level of 28%.']",[]
8366,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8367,False,"['Credit score below 640.', 'DTI ratio too high: 95.00%.', 'FEDTI ratio above preferred level of 28%.']",[]
8368,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8369,True,[],[]
8370,False,"['Credit score below 640.', 'DTI ratio too high: 45.45%.', 'FEDTI ratio above preferred level of 28%.']",[]
8371,False,['DTI ratio too high: 56.96%.'],[]
8372,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
8373,False,['Credit score below 640.'],[]
8374,False,"['DTI ratio too high: 84.73%.', 'FEDTI ratio above preferred level of 28%.']",[]
8375,True,[],[]
8376,False,['DTI ratio too high: 49.92%.'],[]
8377,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8378,False,"['DTI ratio too high: 52.61%.', 'FEDTI ratio above preferred level of 28%.']",[]
8379,False,"['Credit score below 640.', 'DTI ratio too high: 45.60%.', 'FEDTI ratio above preferred level of 28%.']",[]
8380,False,"['DTI ratio too high: 64.53%.', 'FEDTI ratio above preferred level of 28%.']",[]
8381,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8382,False,['Credit score below 640.'],[]
8383,False,"['Credit score below 640.', 'DTI ratio too high: 46.84%.']",[]
8384,False,"['DTI ratio too high: 76.22%.', 'FEDTI ratio above preferred level of 28%.']",[]
8385,False,['DTI ratio too high: 43.93%.'],[]
8386,False,['Credit score below 640.'],[]
8387,False,['DTI ratio too high: 43.73%.'],[]
8388,False,"['Credit score below 640.', 'DTI ratio too high: 47.55%.', 'FEDTI ratio above preferred level of 28%.']",[]
8389,False,"['DTI ratio too high: 68.29%.', 'FEDTI ratio above preferred level of 28%.']",[]
8390,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8391,False,"['Credit score below 640.', 'FEDTI ratio above preferred level of 28%.']",[]
8392,False,"['Credit score below 640.', 'DTI ratio too high: 112.02%.', 'FEDTI ratio above preferred level of 28%.']",[]
8393,False,"['DTI ratio too high: 54.07%.', 'FEDTI ratio above preferred level of 28%.']",[]
8394,False,"['DTI ratio too high: 66.24%.', 'FEDTI ratio above preferred level of 28%.']",[]
8395,False,"['DTI ratio too high: 45.46%.', 'FEDTI ratio above preferred level of 28%.']",[]
8396,False,"['Credit score below 640.', 'DTI ratio too high: 50.60%.', 'FEDTI ratio above preferred level of 28%.']",[]
8397,False,['Credit score below 640.'],[]
8398,True,[],"['DTI ratio above preferred level of 36%.', 'PMI required due to LTV ratio between 80% and 95%.']"
8399,True,[],['DTI ratio above preferred level of 36%.']
8400,False,"['Credit score below 640.', 'DTI ratio too high: 175.02%.', 'FEDTI ratio above preferred level of 28%.']",[]
8401,False,"['Credit score below 640.', 'DTI ratio too high: 58.74%.', 'FEDTI ratio above preferred level of 28%.']",[]
8402,False,['Credit score below 640.'],[]
8403,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8404,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8405,False,"['DTI ratio too high: 77.67%.', 'FEDTI ratio above preferred level of 28%.']",[]
8406,False,"['Credit score below 640.', 'DTI ratio too high: 48.16%.']",[]
8407,False,"['DTI ratio too high: 68.96%.', 'FEDTI ratio above preferred level of 28%.']",[]
8408,False,"['DTI ratio too high: 63.23%.', 'FEDTI ratio above preferred level of 28%.']",[]
8409,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8410,False,"['DTI ratio too high: 52.73%.', 'FEDTI ratio above preferred level of 28%.']",[]
8411,True,[],[]
8412,False,"['DTI ratio too high: 60.30%.', 'FEDTI ratio above preferred level of 28%.']",[]
8413,False,"['DTI ratio too high: 53.42%.', 'FEDTI ratio above preferred level of 28%.']",[]
8414,False,['Credit score below 640.'],[]
8415,False,"['Credit score below 640.', 'DTI ratio too high: 67.54%.', 'FEDTI ratio above preferred level of 28%.']",[]
8416,False,"['DTI ratio too high: 65.14%.', 'FEDTI ratio above preferred level of 28%.']",[]
8417,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8418,True,[],['PMI required due to LTV ratio between 80% and 95%.']
8419,False,"['Credit score below 640.', 'DTI ratio too high: 76.46%.', 'FEDTI ratio above preferred level of 28%.']",[]
8420,False,"['Credit score below 640.', 'DTI ratio too high: 59.43%.', 'FEDTI ratio above preferred level of 28%.']",[]
8421,True,[],[]
